order_id,date,customer_id,product,category,sales,price,cost,payment_status
SALE-E207B879,2025-09-29T00:11:02.184000,CUST-LIVE-1297,Wireless Headphones,Electronics,1,4200.0,3360.0,Completed
SALE-CA161B8D,2026-03-16T11:05:02.184000,CUST-LIVE-1290,Washing Machine 7Kg,Home Appliances,2,28000.0,22400.0,Completed
SALE-F9002916,2025-12-24T10:41:02.184000,CUST-LIVE-1337,Vacuum Cleaner,Home Appliances,1,9500.0,7600.0,Completed
SALE-6AC376A7,2026-02-08T06:10:02.184000,CUST-LIVE-1352,Steam Iron Pro,Home Appliances,3,3200.0,2560.0,Completed
SALE-868F6365,2025-10-01T19:16:02.184000,CUST-LIVE-1311,Water Purifier RO,Kitchenware,1,15500.0,12400.0,Completed
SALE-E4806D03,2026-02-21T16:14:02.184000,CUST-LIVE-1372,Smart Fridge 400L,Home Appliances,2,75000.0,60000.0,Completed
SALE-20D0EE7D,2025-11-13T07:44:02.184000,CUST-LIVE-1358,Electric Kettle 1.5L,Kitchenware,2,1800.0,1440.0,Completed
SALE-5C448845,2025-11-07T10:28:02.184000,CUST-LIVE-1189,"Smart LED TV 55""",Electronics,1,45000.0,36000.0,Completed
SALE-511BB3F6,2026-02-20T12:04:02.184000,CUST-LIVE-1177,Coffee Maker Elite,Kitchenware,1,5500.0,4400.0,Completed
SALE-57DAD7BA,2025-10-14T17:19:02.184000,CUST-LIVE-1317,CCTV Security Camera,Security,2,3500.0,2800.0,Completed
SALE-05B8918C,2025-10-15T13:45:02.184000,CUST-LIVE-1082,Personal Grooming Kit,Personal Care,1,2500.0,2000.0,Completed
SALE-B93F7289,2025-12-29T06:36:02.184000,CUST-LIVE-1299,Vacuum Cleaner,Home Appliances,2,9500.0,7600.0,Completed
SALE-81A3C11F,2026-01-22T12:25:02.184000,CUST-LIVE-1314,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
SALE-E50335D8,2026-03-10T15:04:02.184000,CUST-LIVE-1183,Personal Grooming Kit,Personal Care,1,2500.0,2000.0,Completed
SALE-B1C13E2F,2025-11-11T12:10:02.184000,CUST-LIVE-1425,Washing Machine 7Kg,Home Appliances,3,28000.0,22400.0,Completed
SALE-2EC82E26,2026-02-08T00:46:02.184000,CUST-LIVE-1125,Electric Kettle 1.5L,Kitchenware,2,1800.0,1440.0,Completed
SALE-A0C08209,2026-02-26T19:26:02.184000,CUST-LIVE-1204,Digital Wall Clock,Electronics,3,1500.0,1200.0,Completed
SALE-36FBCC3B,2026-01-05T10:35:02.184000,CUST-LIVE-1377,Wireless Headphones,Electronics,1,4200.0,3360.0,Completed
SALE-E2CB2EA0,2026-01-09T03:06:02.184000,CUST-LIVE-1468,Electric Kettle 1.5L,Kitchenware,1,1800.0,1440.0,Completed
SALE-849CD58B,2025-11-04T21:06:02.184000,CUST-LIVE-1095,Digital Wall Clock,Electronics,1,1500.0,1200.0,Completed
SALE-CAAF930F,2026-01-18T13:32:02.184000,CUST-LIVE-1066,Steam Iron Pro,Home Appliances,2,3200.0,2560.0,Completed
SALE-CD4FACF6,2025-10-10T07:30:02.184000,CUST-LIVE-1106,Bluetooth Soundbar,Electronics,2,8500.0,6800.0,Completed
SALE-CDECD247,2025-10-08T21:53:02.184000,CUST-LIVE-1267,CCTV Security Camera,Security,1,3500.0,2800.0,Completed
SALE-DC314659,2025-10-31T12:14:02.184000,CUST-LIVE-1322,Steam Iron Pro,Home Appliances,1,3200.0,2560.0,Completed
SALE-545CB3C6,2026-02-24T10:17:02.184000,CUST-LIVE-1489,Bluetooth Soundbar,Electronics,3,8500.0,6800.0,Completed
SALE-EFDFAD9B,2026-02-07T09:54:02.184000,CUST-LIVE-1151,"Smart LED TV 55""",Electronics,1,45000.0,36000.0,Completed
SALE-A0D025FA,2026-02-08T03:25:02.184000,CUST-LIVE-1332,Steam Iron Pro,Home Appliances,2,3200.0,2560.0,Completed
SALE-C800E942,2026-02-15T15:04:02.184000,CUST-LIVE-1415,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-EE98B8C2,2025-12-19T21:32:02.184000,CUST-LIVE-1174,Personal Grooming Kit,Personal Care,3,2500.0,2000.0,Completed
SALE-36A9E2E8,2026-01-18T18:03:02.184000,CUST-LIVE-1411,Electric Kettle 1.5L,Kitchenware,3,1800.0,1440.0,Completed
SALE-169D52F5,2026-02-10T04:46:02.184000,CUST-LIVE-1464,CCTV Security Camera,Security,1,3500.0,2800.0,Completed
SALE-AD461C70,2025-10-22T14:35:02.184000,CUST-LIVE-1211,Washing Machine 7Kg,Home Appliances,3,28000.0,22400.0,Completed
SALE-CBA7465D,2026-02-19T15:55:02.184000,CUST-LIVE-1116,Electric Kettle 1.5L,Kitchenware,2,1800.0,1440.0,Completed
SALE-86B5D1EB,2025-10-12T17:56:02.184000,CUST-LIVE-1449,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-FBF06E80,2025-11-03T22:00:02.184000,CUST-LIVE-1064,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
SALE-69E46D4F,2025-10-03T19:30:02.184000,CUST-LIVE-1069,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-07100318,2026-01-30T04:00:02.184000,CUST-LIVE-1345,"Smart LED TV 55""",Electronics,3,45000.0,36000.0,Completed
SALE-1CAFA4D1,2025-12-16T12:45:02.184000,CUST-LIVE-1045,Air Purifier Pro,Home Appliances,1,18000.0,14400.0,Completed
SALE-2F9603E4,2026-03-20T19:53:02.184000,CUST-LIVE-1430,Smart Fridge 400L,Home Appliances,2,75000.0,60000.0,Completed
SALE-7526EEF4,2025-11-16T17:36:02.184000,CUST-LIVE-1469,CCTV Security Camera,Security,1,3500.0,2800.0,Completed
SALE-9BB996DE,2026-01-21T18:00:02.184000,CUST-LIVE-1330,"Smart LED TV 55""",Electronics,1,45000.0,36000.0,Completed
SALE-117EE5BD,2026-03-03T14:50:02.184000,CUST-LIVE-1392,Steam Iron Pro,Home Appliances,3,3200.0,2560.0,Completed
SALE-B5F373B7,2026-01-18T02:53:02.184000,CUST-LIVE-1045,Bluetooth Soundbar,Electronics,1,8500.0,6800.0,Completed
SALE-A7C20A7B,2026-01-28T05:39:02.184000,CUST-LIVE-1295,Wireless Headphones,Electronics,3,4200.0,3360.0,Completed
SALE-18408B4B,2026-03-02T11:43:02.184000,CUST-LIVE-1088,Microwave Oven,Kitchenware,2,12000.0,9600.0,Completed
SALE-B1082D24,2026-01-12T16:22:02.184000,CUST-LIVE-1457,Coffee Maker Elite,Kitchenware,3,5500.0,4400.0,Completed
SALE-A889966A,2026-03-21T18:00:02.184000,CUST-LIVE-1437,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-51DEF061,2026-03-16T10:13:02.184000,CUST-LIVE-1281,Smart Fridge 400L,Home Appliances,3,75000.0,60000.0,Completed
SALE-D60E8466,2025-11-26T17:34:02.184000,CUST-LIVE-1258,Vacuum Cleaner,Home Appliances,1,9500.0,7600.0,Completed
SALE-3A2E885C,2025-11-21T11:37:02.184000,CUST-LIVE-1246,Wireless Headphones,Electronics,2,4200.0,3360.0,Completed
SALE-6800C577,2025-12-19T20:53:02.184000,CUST-LIVE-1485,Smart Fridge 400L,Home Appliances,2,75000.0,60000.0,Completed
SALE-19426345,2026-01-05T06:50:02.184000,CUST-LIVE-1095,Washing Machine 7Kg,Home Appliances,2,28000.0,22400.0,Completed
SALE-FBB32978,2026-02-14T07:43:02.184000,CUST-LIVE-1354,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-57D0C145,2025-10-07T18:41:02.184000,CUST-LIVE-1442,CCTV Security Camera,Security,2,3500.0,2800.0,Completed
SALE-48B41CE3,2025-11-30T17:19:02.184000,CUST-LIVE-1233,Air Purifier Pro,Home Appliances,1,18000.0,14400.0,Completed
SALE-60C0F8C5,2025-11-16T00:42:02.184000,CUST-LIVE-1055,Washing Machine 7Kg,Home Appliances,3,28000.0,22400.0,Completed
SALE-AAFA7A1A,2026-01-08T10:37:02.184000,CUST-LIVE-1367,Smart Fridge 400L,Home Appliances,2,75000.0,60000.0,Completed
SALE-A0873517,2025-10-09T15:11:02.184000,CUST-LIVE-1188,Washing Machine 7Kg,Home Appliances,2,28000.0,22400.0,Completed
SALE-00D052E7,2025-10-07T11:57:02.184000,CUST-LIVE-1252,Water Purifier RO,Kitchenware,2,15500.0,12400.0,Completed
SALE-5E8D58EB,2025-09-25T23:15:02.184000,CUST-LIVE-1114,CCTV Security Camera,Security,3,3500.0,2800.0,Completed
SALE-A6951D2B,2026-03-08T13:57:02.184000,CUST-LIVE-1337,"Smart LED TV 55""",Electronics,2,45000.0,36000.0,Completed
SALE-AD867658,2026-03-19T00:47:02.184000,CUST-LIVE-1297,Steam Iron Pro,Home Appliances,1,3200.0,2560.0,Completed
SALE-91463625,2025-11-21T09:44:02.184000,CUST-LIVE-1391,CCTV Security Camera,Security,1,3500.0,2800.0,Completed
SALE-F9F88F05,2025-10-20T21:20:02.184000,CUST-LIVE-1064,Smart Fridge 400L,Home Appliances,1,75000.0,60000.0,Completed
SALE-EB6C5D20,2026-01-30T01:31:02.184000,CUST-LIVE-1357,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
SALE-26BA08F3,2025-11-15T19:17:02.184000,CUST-LIVE-1189,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-FB5D8565,2026-02-06T04:08:02.184000,CUST-LIVE-1429,Bluetooth Soundbar,Electronics,3,8500.0,6800.0,Completed
SALE-DBDD1095,2026-03-09T03:08:02.184000,CUST-LIVE-1361,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
SALE-78CC47BB,2026-01-11T19:59:02.184000,CUST-LIVE-1192,Washing Machine 7Kg,Home Appliances,2,28000.0,22400.0,Completed
SALE-1401C0A2,2025-10-14T18:31:02.184000,CUST-LIVE-1025,Vacuum Cleaner,Home Appliances,2,9500.0,7600.0,Completed
SALE-E2919384,2026-01-24T06:26:02.184000,CUST-LIVE-1333,CCTV Security Camera,Security,3,3500.0,2800.0,Completed
SALE-2B620A98,2026-01-04T05:08:02.184000,CUST-LIVE-1097,Smart Fridge 400L,Home Appliances,2,75000.0,60000.0,Completed
SALE-07CECFD7,2025-10-17T08:04:02.184000,CUST-LIVE-1429,Personal Grooming Kit,Personal Care,1,2500.0,2000.0,Completed
SALE-9CE3327B,2025-11-22T13:59:02.184000,CUST-LIVE-1151,"Smart LED TV 55""",Electronics,3,45000.0,36000.0,Completed
SALE-2986A583,2025-10-31T19:23:02.184000,CUST-LIVE-1279,Digital Wall Clock,Electronics,3,1500.0,1200.0,Completed
SALE-B6FE541D,2026-01-15T10:46:02.184000,CUST-LIVE-1359,Water Purifier RO,Kitchenware,3,15500.0,12400.0,Completed
SALE-B325BC42,2025-10-24T15:47:02.184000,CUST-LIVE-1209,Washing Machine 7Kg,Home Appliances,2,28000.0,22400.0,Completed
SALE-C52288D7,2026-02-09T01:14:02.184000,CUST-LIVE-1346,Air Purifier Pro,Home Appliances,1,18000.0,14400.0,Completed
SALE-F066F2E4,2026-03-02T02:05:02.184000,CUST-LIVE-1236,Water Purifier RO,Kitchenware,1,15500.0,12400.0,Completed
SALE-8F8CDBC4,2025-10-04T12:11:02.184000,CUST-LIVE-1270,Smart Fridge 400L,Home Appliances,1,75000.0,60000.0,Completed
SALE-B4F110DF,2025-11-16T22:49:02.184000,CUST-LIVE-1470,Bluetooth Soundbar,Electronics,1,8500.0,6800.0,Completed
SALE-A84C05F1,2025-11-29T10:44:02.184000,CUST-LIVE-1351,CCTV Security Camera,Security,3,3500.0,2800.0,Completed
SALE-E665B623,2025-11-17T05:15:02.184000,CUST-LIVE-1272,Smart Fridge 400L,Home Appliances,1,75000.0,60000.0,Completed
SALE-C8C1F43E,2026-01-10T00:22:02.184000,CUST-LIVE-1020,"Smart LED TV 55""",Electronics,1,45000.0,36000.0,Completed
SALE-81779FB6,2026-01-04T14:51:02.184000,CUST-LIVE-1458,Bluetooth Soundbar,Electronics,2,8500.0,6800.0,Completed
SALE-C2AA7C6D,2025-10-12T17:27:02.184000,CUST-LIVE-1292,Air Purifier Pro,Home Appliances,3,18000.0,14400.0,Completed
SALE-1F13E81E,2026-01-17T00:29:02.184000,CUST-LIVE-1334,"Smart LED TV 55""",Electronics,2,45000.0,36000.0,Completed
SALE-9C3A2692,2026-03-02T06:13:02.184000,CUST-LIVE-1410,Smart Fridge 400L,Home Appliances,2,75000.0,60000.0,Completed
SALE-F39B9563,2025-10-25T21:42:02.184000,CUST-LIVE-1453,Air Purifier Pro,Home Appliances,1,18000.0,14400.0,Completed
SALE-9A5BBA3B,2025-10-13T06:05:02.184000,CUST-LIVE-1108,Wireless Headphones,Electronics,2,4200.0,3360.0,Completed
SALE-EF60E4A2,2025-10-04T22:04:02.184000,CUST-LIVE-1275,Personal Grooming Kit,Personal Care,1,2500.0,2000.0,Completed
SALE-289E6BD4,2025-11-15T13:26:02.184000,CUST-LIVE-1479,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
SALE-5379956A,2026-01-03T03:43:02.184000,CUST-LIVE-1094,Smart Fridge 400L,Home Appliances,3,75000.0,60000.0,Completed
SALE-6C59C8C4,2026-03-12T15:46:02.184000,CUST-LIVE-1157,Digital Wall Clock,Electronics,1,1500.0,1200.0,Completed
SALE-B8C2DE76,2026-02-06T19:55:02.184000,CUST-LIVE-1123,Bluetooth Soundbar,Electronics,1,8500.0,6800.0,Completed
SALE-50B85FA3,2026-03-19T01:22:02.184000,CUST-LIVE-1068,Coffee Maker Elite,Kitchenware,1,5500.0,4400.0,Completed
SALE-0C56D2C7,2026-03-04T01:02:02.184000,CUST-LIVE-1138,Personal Grooming Kit,Personal Care,1,2500.0,2000.0,Completed
SALE-9BEDB66C,2026-01-09T19:51:02.184000,CUST-LIVE-1012,Digital Wall Clock,Electronics,2,1500.0,1200.0,Completed
SALE-AC0363CD,2026-03-17T13:40:02.184000,CUST-LIVE-1090,Electric Kettle 1.5L,Kitchenware,1,1800.0,1440.0,Completed
SALE-C129CF94,2025-10-29T07:08:02.184000,CUST-LIVE-1314,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-322FFB3D,2025-11-28T13:07:02.184000,CUST-LIVE-1082,Coffee Maker Elite,Kitchenware,3,5500.0,4400.0,Completed
SALE-B3C7597F,2026-02-06T21:11:02.184000,CUST-LIVE-1066,CCTV Security Camera,Security,1,3500.0,2800.0,Completed
SALE-4E081BF3,2026-01-15T02:21:02.184000,CUST-LIVE-1107,CCTV Security Camera,Security,3,3500.0,2800.0,Completed
SALE-39187789,2025-12-17T04:47:02.184000,CUST-LIVE-1282,Electric Kettle 1.5L,Kitchenware,3,1800.0,1440.0,Completed
SALE-C3397721,2026-01-23T03:49:02.184000,CUST-LIVE-1055,Air Purifier Pro,Home Appliances,1,18000.0,14400.0,Completed
SALE-29A04FBC,2025-11-29T04:56:02.184000,CUST-LIVE-1494,CCTV Security Camera,Security,2,3500.0,2800.0,Completed
SALE-10B8CCB0,2026-01-03T10:54:02.184000,CUST-LIVE-1343,Smart Fridge 400L,Home Appliances,1,75000.0,60000.0,Completed
SALE-16209646,2025-11-30T07:30:02.184000,CUST-LIVE-1232,CCTV Security Camera,Security,2,3500.0,2800.0,Completed
SALE-56000FAD,2025-11-29T10:20:02.184000,CUST-LIVE-1473,Water Purifier RO,Kitchenware,3,15500.0,12400.0,Completed
SALE-F0D0EA70,2025-12-04T06:49:02.184000,CUST-LIVE-1037,Water Purifier RO,Kitchenware,2,15500.0,12400.0,Completed
SALE-226890C8,2026-02-09T00:18:02.184000,CUST-LIVE-1077,Water Purifier RO,Kitchenware,1,15500.0,12400.0,Completed
SALE-0E47F826,2026-03-04T00:13:02.184000,CUST-LIVE-1478,Personal Grooming Kit,Personal Care,3,2500.0,2000.0,Completed
SALE-3A3C372A,2026-01-28T21:10:02.184000,CUST-LIVE-1308,Water Purifier RO,Kitchenware,2,15500.0,12400.0,Completed
SALE-5610C744,2026-02-22T18:33:02.184000,CUST-LIVE-1356,Microwave Oven,Kitchenware,1,12000.0,9600.0,Completed
SALE-BE2E67E1,2025-10-13T02:54:02.184000,CUST-LIVE-1390,Smart Fridge 400L,Home Appliances,1,75000.0,60000.0,Completed
SALE-C98D17F6,2026-01-06T03:43:02.184000,CUST-LIVE-1020,Coffee Maker Elite,Kitchenware,2,5500.0,4400.0,Completed
SALE-9658DB93,2026-01-16T14:21:02.184000,CUST-LIVE-1063,CCTV Security Camera,Security,1,3500.0,2800.0,Completed
SALE-316B7C95,2025-11-30T07:04:02.184000,CUST-LIVE-1391,Coffee Maker Elite,Kitchenware,1,5500.0,4400.0,Completed
SALE-25829E4B,2026-02-09T11:16:02.184000,CUST-LIVE-1392,Washing Machine 7Kg,Home Appliances,2,28000.0,22400.0,Completed
SALE-80641614,2025-12-10T03:47:02.184000,CUST-LIVE-1050,Digital Wall Clock,Electronics,3,1500.0,1200.0,Completed
SALE-ABFABF27,2025-12-11T20:39:02.184000,CUST-LIVE-1217,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
SALE-4B9301DE,2025-12-18T09:09:02.184000,CUST-LIVE-1083,Digital Wall Clock,Electronics,3,1500.0,1200.0,Completed
SALE-031496A5,2025-10-06T15:26:02.184000,CUST-LIVE-1089,Personal Grooming Kit,Personal Care,3,2500.0,2000.0,Completed
SALE-6D9B2741,2025-11-29T02:44:02.184000,CUST-LIVE-1072,Bluetooth Soundbar,Electronics,2,8500.0,6800.0,Completed
SALE-B9141A38,2025-10-17T04:05:02.184000,CUST-LIVE-1444,Coffee Maker Elite,Kitchenware,1,5500.0,4400.0,Completed
SALE-EF4D4C7F,2026-03-15T20:54:02.184000,CUST-LIVE-1444,Smart Fridge 400L,Home Appliances,3,75000.0,60000.0,Completed
SALE-2C9605C6,2026-01-08T11:48:02.184000,CUST-LIVE-1059,Steam Iron Pro,Home Appliances,1,3200.0,2560.0,Completed
SALE-D426E288,2026-03-16T06:24:02.184000,CUST-LIVE-1107,Personal Grooming Kit,Personal Care,1,2500.0,2000.0,Completed
SALE-98EF942D,2026-02-24T14:44:02.184000,CUST-LIVE-1446,Coffee Maker Elite,Kitchenware,2,5500.0,4400.0,Completed
SALE-F7DED55B,2026-02-16T09:32:02.184000,CUST-LIVE-1285,Smart Fridge 400L,Home Appliances,3,75000.0,60000.0,Completed
SALE-548130E0,2026-02-27T05:03:02.184000,CUST-LIVE-1163,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-28E6CB63,2025-12-24T10:03:02.184000,CUST-LIVE-1237,Smart Fridge 400L,Home Appliances,2,75000.0,60000.0,Completed
SALE-35726EFF,2025-09-27T17:21:02.184000,CUST-LIVE-1018,Electric Kettle 1.5L,Kitchenware,2,1800.0,1440.0,Completed
SALE-53657BE4,2026-02-07T04:31:02.184000,CUST-LIVE-1376,Water Purifier RO,Kitchenware,1,15500.0,12400.0,Completed
SALE-07665134,2025-10-17T00:54:02.184000,CUST-LIVE-1296,Vacuum Cleaner,Home Appliances,1,9500.0,7600.0,Completed
SALE-559CF3D0,2025-12-27T22:30:02.184000,CUST-LIVE-1255,Digital Wall Clock,Electronics,3,1500.0,1200.0,Completed
SALE-CE3C9750,2025-10-22T09:45:02.184000,CUST-LIVE-1295,Air Purifier Pro,Home Appliances,2,18000.0,14400.0,Completed
SALE-0CC9452C,2026-02-03T16:58:02.184000,CUST-LIVE-1439,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
SALE-0AB724BE,2026-01-10T13:19:02.184000,CUST-LIVE-1373,Electric Kettle 1.5L,Kitchenware,3,1800.0,1440.0,Completed
SALE-0183669B,2026-02-10T12:23:02.184000,CUST-LIVE-1162,"Smart LED TV 55""",Electronics,2,45000.0,36000.0,Completed
SALE-DA87F207,2025-10-05T22:32:02.184000,CUST-LIVE-1463,Personal Grooming Kit,Personal Care,2,2500.0,2000.0,Completed
SALE-58299E3D,2025-10-09T20:56:02.184000,CUST-LIVE-1164,Water Purifier RO,Kitchenware,1,15500.0,12400.0,Completed
SALE-509EAEC0,2026-01-19T09:42:02.184000,CUST-LIVE-1033,Vacuum Cleaner,Home Appliances,2,9500.0,7600.0,Completed
SALE-3B3185B0,2025-11-13T11:20:02.184000,CUST-LIVE-1490,Air Purifier Pro,Home Appliances,3,18000.0,14400.0,Completed
SALE-90D313C0,2026-03-02T02:17:02.184000,CUST-LIVE-1105,Washing Machine 7Kg,Home Appliances,1,28000.0,22400.0,Completed
