order_id,date,customer_id,product,category,sales,price,cost,payment_status
ORD-250923-8019,2025-09-23 16:38:21,CUST-697,Front Load Washing Machine,Home Appliance,1,32623.22,26098.58,Completed
ORD-250923-4593,2025-09-23 16:38:21,CUST-241,Front Load Washing Machine,Home Appliance,1,32348.47,25878.78,Completed
ORD-250923-2489,2025-09-23 16:38:21,CUST-873,Front Load Washing Machine,Home Appliance,1,31614.36,25291.49,Completed
ORD-250923-2796,2025-09-23 16:38:21,CUST-256,Front Load Washing Machine,Home Appliance,1,31367.07,25093.66,Completed
ORD-250923-7916,2025-09-23 16:38:21,CUST-710,Front Load Washing Machine,Home Appliance,1,32403.79,25923.03,Completed
ORD-250923-7252,2025-09-23 16:38:21,CUST-710,Front Load Washing Machine,Home Appliance,1,32264.78,25811.82,Completed
ORD-250923-1188,2025-09-23 16:38:21,CUST-796,Double Door Refrigerator,Home Appliance,1,27511.19,22559.18,Completed
ORD-250923-9797,2025-09-23 16:38:21,CUST-868,Double Door Refrigerator,Home Appliance,1,27788.3,22786.41,Completed
ORD-250923-6573,2025-09-23 16:38:21,CUST-214,Double Door Refrigerator,Home Appliance,1,27804.21,22799.45,Completed
ORD-250923-3591,2025-09-23 16:38:21,CUST-564,Double Door Refrigerator,Home Appliance,1,28257.16,23170.87,Pending
ORD-250923-5315,2025-09-23 16:38:21,CUST-612,Double Door Refrigerator,Home Appliance,1,28154.06,23086.33,Completed
ORD-250923-9317,2025-09-23 16:38:21,CUST-208,Double Door Refrigerator,Home Appliance,1,28433.68,23315.62,Completed
ORD-250923-5889,2025-09-23 16:38:21,CUST-961,Double Door Refrigerator,Home Appliance,1,27968.88,22934.48,Completed
ORD-250923-3504,2025-09-23 16:38:21,CUST-482,Microwave Oven,Kitchen Appliance,1,9602.97,6722.08,Completed
ORD-250923-9837,2025-09-23 16:38:21,CUST-897,Microwave Oven,Kitchen Appliance,1,9497.64,6648.35,Completed
ORD-250923-1009,2025-09-23 16:38:21,CUST-713,Microwave Oven,Kitchen Appliance,1,9508.64,6656.05,Completed
ORD-250923-1319,2025-09-23 16:38:21,CUST-214,Microwave Oven,Kitchen Appliance,1,9472.47,6630.73,Completed
ORD-250923-6038,2025-09-23 16:38:21,CUST-345,Microwave Oven,Kitchen Appliance,1,9319.66,6523.76,Completed
ORD-250923-2290,2025-09-23 16:38:21,CUST-187,Microwave Oven,Kitchen Appliance,1,9351.0,6545.7,Completed
ORD-250923-2133,2025-09-23 16:38:21,CUST-878,Microwave Oven,Kitchen Appliance,1,9321.94,6525.36,Completed
ORD-250923-3060,2025-09-23 16:38:21,CUST-231,Microwave Oven,Kitchen Appliance,1,9551.84,6686.29,Completed
ORD-250923-3705,2025-09-23 16:38:21,CUST-371,Microwave Oven,Kitchen Appliance,1,9429.46,6600.62,Completed
ORD-250923-7932,2025-09-23 16:38:21,CUST-316,Microwave Oven,Kitchen Appliance,1,9503.26,6652.28,Completed
ORD-250923-4295,2025-09-23 16:38:21,CUST-830,Microwave Oven,Kitchen Appliance,1,9654.88,6758.42,Completed
ORD-250923-7118,2025-09-23 16:38:21,CUST-548,Microwave Oven,Kitchen Appliance,1,9404.73,6583.31,Completed
ORD-250923-8397,2025-09-23 16:38:21,CUST-223,Microwave Oven,Kitchen Appliance,1,9465.95,6626.16,Completed
ORD-250923-1344,2025-09-23 16:38:21,CUST-702,4K Smart LED TV,Entertainment,1,49322.44,38471.5,Completed
ORD-250923-4608,2025-09-23 16:38:21,CUST-107,4K Smart LED TV,Entertainment,1,50859.4,39670.33,Completed
ORD-250923-1964,2025-09-23 16:38:21,CUST-334,4K Smart LED TV,Entertainment,1,50616.24,39480.67,Completed
ORD-250924-6413,2025-09-24 16:38:21,CUST-172,Smart Inverter AC,Climate Control,1,40381.91,30286.43,Completed
ORD-250924-5562,2025-09-24 16:38:21,CUST-785,Smart Inverter AC,Climate Control,1,41015.18,30761.39,Completed
ORD-250924-9834,2025-09-24 16:38:21,CUST-235,Smart Inverter AC,Climate Control,1,41084.38,30813.28,Completed
ORD-250924-8744,2025-09-24 16:38:21,CUST-348,Smart Inverter AC,Climate Control,1,39701.26,29775.94,Completed
ORD-250924-7669,2025-09-24 16:38:21,CUST-294,Smart Inverter AC,Climate Control,1,40517.41,30388.06,Completed
ORD-250924-8062,2025-09-24 16:38:21,CUST-462,Smart Inverter AC,Climate Control,1,40366.21,30274.66,Completed
ORD-250924-8651,2025-09-24 16:38:21,CUST-984,Smart Inverter AC,Climate Control,1,40049.81,30037.36,Completed
ORD-250924-2612,2025-09-24 16:38:21,CUST-162,Smart Inverter AC,Climate Control,1,39884.18,29913.14,Completed
ORD-250924-6559,2025-09-24 16:38:21,CUST-919,Smart Inverter AC,Climate Control,1,40236.94,30177.71,Completed
ORD-250924-5073,2025-09-24 16:38:21,CUST-296,Smart Inverter AC,Climate Control,1,41217.51,30913.13,Completed
ORD-250924-7912,2025-09-24 16:38:21,CUST-287,Front Load Washing Machine,Home Appliance,1,31724.6,25379.68,Completed
ORD-250924-5092,2025-09-24 16:38:21,CUST-995,Front Load Washing Machine,Home Appliance,1,31407.22,25125.78,Completed
ORD-250924-8260,2025-09-24 16:38:21,CUST-927,Front Load Washing Machine,Home Appliance,1,32140.24,25712.19,Completed
ORD-250924-2604,2025-09-24 16:38:21,CUST-151,Front Load Washing Machine,Home Appliance,1,32003.43,25602.74,Completed
ORD-250924-9856,2025-09-24 16:38:21,CUST-956,Front Load Washing Machine,Home Appliance,1,31425.89,25140.71,Pending
ORD-250924-2528,2025-09-24 16:38:21,CUST-871,Front Load Washing Machine,Home Appliance,1,31716.67,25373.34,Completed
ORD-250924-3724,2025-09-24 16:38:21,CUST-516,Front Load Washing Machine,Home Appliance,1,32522.58,26018.06,Completed
ORD-250924-4502,2025-09-24 16:38:21,CUST-985,Front Load Washing Machine,Home Appliance,1,31666.64,25333.31,Completed
ORD-250924-7209,2025-09-24 16:38:21,CUST-102,Double Door Refrigerator,Home Appliance,1,28040.07,22992.86,Completed
ORD-250924-5345,2025-09-24 16:38:21,CUST-902,Double Door Refrigerator,Home Appliance,1,27541.12,22583.72,Completed
ORD-250924-5673,2025-09-24 16:38:21,CUST-533,Double Door Refrigerator,Home Appliance,1,28375.54,23267.94,Completed
ORD-250924-8973,2025-09-24 16:38:21,CUST-258,Double Door Refrigerator,Home Appliance,1,27799.27,22795.4,Completed
ORD-250924-4566,2025-09-24 16:38:21,CUST-159,Double Door Refrigerator,Home Appliance,1,27648.9,22672.1,Completed
ORD-250924-9883,2025-09-24 16:38:21,CUST-162,Double Door Refrigerator,Home Appliance,1,27485.67,22538.25,Completed
ORD-250924-1936,2025-09-24 16:38:21,CUST-151,Double Door Refrigerator,Home Appliance,1,28101.8,23043.48,Completed
ORD-250924-9238,2025-09-24 16:38:21,CUST-973,Double Door Refrigerator,Home Appliance,1,28198.87,23123.07,Completed
ORD-250924-1931,2025-09-24 16:38:21,CUST-620,Double Door Refrigerator,Home Appliance,1,27458.58,22516.04,Completed
ORD-250924-4044,2025-09-24 16:38:21,CUST-170,Double Door Refrigerator,Home Appliance,1,28013.54,22971.1,Completed
ORD-250924-4853,2025-09-24 16:38:21,CUST-513,Microwave Oven,Kitchen Appliance,1,9376.26,6563.38,Completed
ORD-250924-5033,2025-09-24 16:38:21,CUST-692,Microwave Oven,Kitchen Appliance,1,9572.56,6700.79,Completed
ORD-250924-2343,2025-09-24 16:38:21,CUST-529,Microwave Oven,Kitchen Appliance,1,9456.96,6619.87,Completed
ORD-250924-9565,2025-09-24 16:38:21,CUST-423,Microwave Oven,Kitchen Appliance,1,9665.96,6766.17,Completed
ORD-250924-4346,2025-09-24 16:38:21,CUST-785,Microwave Oven,Kitchen Appliance,1,9362.26,6553.58,Completed
ORD-250924-4910,2025-09-24 16:38:21,CUST-371,Microwave Oven,Kitchen Appliance,1,9439.61,6607.73,Completed
ORD-250924-5915,2025-09-24 16:38:21,CUST-568,Microwave Oven,Kitchen Appliance,1,9353.12,6547.18,Completed
ORD-250924-2188,2025-09-24 16:38:21,CUST-109,4K Smart LED TV,Entertainment,1,50794.43,39619.66,Completed
ORD-250924-2638,2025-09-24 16:38:21,CUST-175,4K Smart LED TV,Entertainment,1,50800.84,39624.66,Completed
ORD-250924-9288,2025-09-24 16:38:21,CUST-371,4K Smart LED TV,Entertainment,1,50266.2,39207.64,Completed
ORD-250924-6718,2025-09-24 16:38:21,CUST-170,4K Smart LED TV,Entertainment,1,49678.06,38748.89,Completed
ORD-250924-7054,2025-09-24 16:38:21,CUST-391,4K Smart LED TV,Entertainment,1,49698.42,38764.77,Completed
ORD-250924-9900,2025-09-24 16:38:21,CUST-820,4K Smart LED TV,Entertainment,1,50451.91,39352.49,Completed
ORD-250924-9666,2025-09-24 16:38:21,CUST-108,4K Smart LED TV,Entertainment,1,50794.22,39619.49,Completed
ORD-250924-5905,2025-09-24 16:38:21,CUST-779,4K Smart LED TV,Entertainment,1,50774.17,39603.85,Completed
ORD-250925-5333,2025-09-25 16:38:21,CUST-218,Smart Inverter AC,Climate Control,1,39854.38,29890.78,Completed
ORD-250925-3546,2025-09-25 16:38:21,CUST-378,Smart Inverter AC,Climate Control,1,40764.87,30573.65,Completed
ORD-250925-4450,2025-09-25 16:38:21,CUST-834,Smart Inverter AC,Climate Control,1,39698.2,29773.65,Completed
ORD-250925-5325,2025-09-25 16:38:21,CUST-617,Smart Inverter AC,Climate Control,1,39950.51,29962.88,Completed
ORD-250925-1832,2025-09-25 16:38:21,CUST-194,Smart Inverter AC,Climate Control,1,40578.95,30434.21,Completed
ORD-250925-5533,2025-09-25 16:38:21,CUST-145,Smart Inverter AC,Climate Control,1,40810.87,30608.15,Pending
ORD-250925-5291,2025-09-25 16:38:21,CUST-265,Front Load Washing Machine,Home Appliance,1,32087.44,25669.95,Completed
ORD-250925-8007,2025-09-25 16:38:21,CUST-674,Front Load Washing Machine,Home Appliance,1,31479.9,25183.92,Pending
ORD-250925-2232,2025-09-25 16:38:21,CUST-807,Front Load Washing Machine,Home Appliance,1,31830.68,25464.54,Completed
ORD-250925-9938,2025-09-25 16:38:21,CUST-136,Front Load Washing Machine,Home Appliance,1,31699.46,25359.57,Completed
ORD-250925-3426,2025-09-25 16:38:21,CUST-540,Front Load Washing Machine,Home Appliance,1,31672.31,25337.85,Completed
ORD-250925-6050,2025-09-25 16:38:21,CUST-473,Front Load Washing Machine,Home Appliance,1,32605.45,26084.36,Completed
ORD-250925-1653,2025-09-25 16:38:21,CUST-466,Front Load Washing Machine,Home Appliance,1,31863.17,25490.54,Completed
ORD-250925-5088,2025-09-25 16:38:21,CUST-782,Front Load Washing Machine,Home Appliance,1,32501.82,26001.46,Completed
ORD-250925-7658,2025-09-25 16:38:21,CUST-735,Double Door Refrigerator,Home Appliance,1,28162.93,23093.6,Completed
ORD-250925-4878,2025-09-25 16:38:21,CUST-985,Double Door Refrigerator,Home Appliance,1,27638.36,22663.46,Completed
ORD-250925-3900,2025-09-25 16:38:21,CUST-522,Double Door Refrigerator,Home Appliance,1,28493.31,23364.51,Pending
ORD-250925-6442,2025-09-25 16:38:21,CUST-901,Double Door Refrigerator,Home Appliance,1,28508.4,23376.89,Completed
ORD-250925-5065,2025-09-25 16:38:21,CUST-373,Double Door Refrigerator,Home Appliance,1,28464.65,23341.01,Completed
ORD-250925-2771,2025-09-25 16:38:21,CUST-491,Double Door Refrigerator,Home Appliance,1,27854.58,22840.76,Completed
ORD-250925-8711,2025-09-25 16:38:21,CUST-327,Double Door Refrigerator,Home Appliance,1,27457.31,22514.99,Completed
ORD-250925-8541,2025-09-25 16:38:21,CUST-458,Double Door Refrigerator,Home Appliance,1,28479.72,23353.37,Completed
ORD-250925-4728,2025-09-25 16:38:21,CUST-328,Microwave Oven,Kitchen Appliance,1,9633.43,6743.4,Pending
ORD-250925-4164,2025-09-25 16:38:21,CUST-508,Microwave Oven,Kitchen Appliance,1,9430.43,6601.3,Completed
ORD-250925-2137,2025-09-25 16:38:21,CUST-891,Microwave Oven,Kitchen Appliance,1,9374.41,6562.09,Completed
ORD-250925-9346,2025-09-25 16:38:21,CUST-509,Microwave Oven,Kitchen Appliance,1,9521.58,6665.11,Completed
ORD-250925-9785,2025-09-25 16:38:21,CUST-439,Microwave Oven,Kitchen Appliance,1,9665.74,6766.02,Completed
ORD-250925-2889,2025-09-25 16:38:21,CUST-998,Microwave Oven,Kitchen Appliance,1,9574.49,6702.14,Completed
ORD-250925-3925,2025-09-25 16:38:21,CUST-694,Microwave Oven,Kitchen Appliance,1,9526.62,6668.63,Completed
ORD-250925-5349,2025-09-25 16:38:21,CUST-139,Microwave Oven,Kitchen Appliance,1,9346.93,6542.85,Completed
ORD-250925-6139,2025-09-25 16:38:21,CUST-546,4K Smart LED TV,Entertainment,1,49587.18,38678.0,Completed
ORD-250925-9379,2025-09-25 16:38:21,CUST-218,4K Smart LED TV,Entertainment,1,50618.72,39482.6,Completed
ORD-250925-4114,2025-09-25 16:38:21,CUST-360,4K Smart LED TV,Entertainment,1,50620.23,39483.78,Completed
ORD-250925-8144,2025-09-25 16:38:21,CUST-101,4K Smart LED TV,Entertainment,1,50734.14,39572.63,Completed
ORD-250925-9821,2025-09-25 16:38:21,CUST-803,4K Smart LED TV,Entertainment,1,50826.48,39644.65,Completed
ORD-250925-4228,2025-09-25 16:38:21,CUST-472,4K Smart LED TV,Entertainment,1,50022.68,39017.69,Completed
ORD-250925-6409,2025-09-25 16:38:21,CUST-738,4K Smart LED TV,Entertainment,1,50003.03,39002.36,Completed
ORD-250925-3041,2025-09-25 16:38:21,CUST-837,4K Smart LED TV,Entertainment,1,50596.59,39465.34,Completed
ORD-250926-7691,2025-09-26 16:38:21,CUST-434,Smart Inverter AC,Climate Control,1,40444.27,30333.2,Completed
ORD-250926-5844,2025-09-26 16:38:21,CUST-667,Smart Inverter AC,Climate Control,1,40569.08,30426.81,Completed
ORD-250926-7888,2025-09-26 16:38:21,CUST-780,Smart Inverter AC,Climate Control,1,40154.2,30115.65,Completed
ORD-250926-3851,2025-09-26 16:38:21,CUST-730,Smart Inverter AC,Climate Control,1,40647.15,30485.36,Completed
ORD-250926-7653,2025-09-26 16:38:21,CUST-661,Smart Inverter AC,Climate Control,1,39739.41,29804.56,Completed
ORD-250926-5978,2025-09-26 16:38:21,CUST-393,Smart Inverter AC,Climate Control,1,39750.5,29812.88,Completed
ORD-250926-6279,2025-09-26 16:38:21,CUST-576,Smart Inverter AC,Climate Control,1,41022.61,30766.96,Completed
ORD-250926-4501,2025-09-26 16:38:21,CUST-623,Smart Inverter AC,Climate Control,1,40273.51,30205.13,Completed
ORD-250926-3780,2025-09-26 16:38:21,CUST-774,Front Load Washing Machine,Home Appliance,1,31426.15,25140.92,Completed
ORD-250926-9445,2025-09-26 16:38:21,CUST-779,Front Load Washing Machine,Home Appliance,1,32040.13,25632.1,Completed
ORD-250926-6491,2025-09-26 16:38:21,CUST-195,Front Load Washing Machine,Home Appliance,1,32052.01,25641.61,Completed
ORD-250926-4848,2025-09-26 16:38:21,CUST-788,Front Load Washing Machine,Home Appliance,1,32175.91,25740.73,Completed
ORD-250926-4262,2025-09-26 16:38:21,CUST-250,Front Load Washing Machine,Home Appliance,1,32289.4,25831.52,Pending
ORD-250926-8784,2025-09-26 16:38:21,CUST-725,Double Door Refrigerator,Home Appliance,1,28518.17,23384.9,Completed
ORD-250926-2193,2025-09-26 16:38:21,CUST-566,Double Door Refrigerator,Home Appliance,1,28376.3,23268.57,Completed
ORD-250926-4185,2025-09-26 16:38:21,CUST-835,Double Door Refrigerator,Home Appliance,1,28219.49,23139.98,Completed
ORD-250926-9099,2025-09-26 16:38:21,CUST-509,Double Door Refrigerator,Home Appliance,1,27898.03,22876.38,Completed
ORD-250926-1090,2025-09-26 16:38:21,CUST-868,Double Door Refrigerator,Home Appliance,1,27634.09,22659.95,Completed
ORD-250926-2746,2025-09-26 16:38:21,CUST-897,Double Door Refrigerator,Home Appliance,1,27615.21,22644.47,Completed
ORD-250926-3881,2025-09-26 16:38:21,CUST-923,Double Door Refrigerator,Home Appliance,1,27720.27,22730.62,Completed
ORD-250926-1822,2025-09-26 16:38:21,CUST-670,Microwave Oven,Kitchen Appliance,1,9560.88,6692.62,Completed
ORD-250926-2988,2025-09-26 16:38:21,CUST-567,Microwave Oven,Kitchen Appliance,1,9416.37,6591.46,Completed
ORD-250926-8612,2025-09-26 16:38:21,CUST-783,Microwave Oven,Kitchen Appliance,1,9672.85,6770.99,Completed
ORD-250926-6198,2025-09-26 16:38:21,CUST-873,Microwave Oven,Kitchen Appliance,1,9590.4,6713.28,Completed
ORD-250926-9270,2025-09-26 16:38:21,CUST-536,Microwave Oven,Kitchen Appliance,1,9520.65,6664.45,Completed
ORD-250926-9976,2025-09-26 16:38:21,CUST-556,Microwave Oven,Kitchen Appliance,1,9542.45,6679.72,Completed
ORD-250926-8777,2025-09-26 16:38:21,CUST-560,Microwave Oven,Kitchen Appliance,1,9469.45,6628.61,Completed
ORD-250926-5050,2025-09-26 16:38:21,CUST-960,Microwave Oven,Kitchen Appliance,1,9404.14,6582.9,Completed
ORD-250926-9540,2025-09-26 16:38:21,CUST-596,Microwave Oven,Kitchen Appliance,1,9445.27,6611.69,Completed
ORD-250926-5499,2025-09-26 16:38:21,CUST-550,Microwave Oven,Kitchen Appliance,1,9597.98,6718.59,Completed
ORD-250926-5451,2025-09-26 16:38:21,CUST-443,4K Smart LED TV,Entertainment,1,49092.01,38291.77,Completed
ORD-250927-3267,2025-09-27 16:38:21,CUST-254,Smart Inverter AC,Climate Control,1,40392.84,30294.63,Completed
ORD-250927-3503,2025-09-27 16:38:21,CUST-823,Smart Inverter AC,Climate Control,1,40335.58,30251.69,Completed
ORD-250927-7797,2025-09-27 16:38:21,CUST-517,Smart Inverter AC,Climate Control,1,40687.68,30515.76,Completed
ORD-250927-8633,2025-09-27 16:38:21,CUST-525,Smart Inverter AC,Climate Control,1,40718.85,30539.14,Completed
ORD-250927-7883,2025-09-27 16:38:21,CUST-498,Smart Inverter AC,Climate Control,1,39763.39,29822.54,Completed
ORD-250927-1320,2025-09-27 16:38:21,CUST-977,Smart Inverter AC,Climate Control,1,40296.87,30222.65,Completed
ORD-250927-7232,2025-09-27 16:38:21,CUST-588,Smart Inverter AC,Climate Control,1,40703.89,30527.92,Pending
ORD-250927-7389,2025-09-27 16:38:21,CUST-973,Front Load Washing Machine,Home Appliance,1,32109.79,25687.83,Completed
ORD-250927-7865,2025-09-27 16:38:21,CUST-651,Front Load Washing Machine,Home Appliance,1,32563.49,26050.79,Completed
ORD-250927-9947,2025-09-27 16:38:21,CUST-919,Front Load Washing Machine,Home Appliance,1,32096.61,25677.29,Completed
ORD-250927-4613,2025-09-27 16:38:21,CUST-599,Front Load Washing Machine,Home Appliance,1,31856.86,25485.49,Completed
ORD-250927-8140,2025-09-27 16:38:21,CUST-597,Front Load Washing Machine,Home Appliance,1,32183.41,25746.73,Pending
ORD-250927-6507,2025-09-27 16:38:21,CUST-784,Front Load Washing Machine,Home Appliance,1,31946.56,25557.25,Completed
ORD-250927-3704,2025-09-27 16:38:21,CUST-960,Double Door Refrigerator,Home Appliance,1,27517.68,22564.5,Completed
ORD-250927-3091,2025-09-27 16:38:21,CUST-737,Double Door Refrigerator,Home Appliance,1,27552.87,22593.35,Completed
ORD-250927-7455,2025-09-27 16:38:21,CUST-706,Double Door Refrigerator,Home Appliance,1,27460.41,22517.54,Completed
ORD-250927-1444,2025-09-27 16:38:21,CUST-185,Double Door Refrigerator,Home Appliance,1,27545.78,22587.54,Completed
ORD-250927-3223,2025-09-27 16:38:21,CUST-987,Double Door Refrigerator,Home Appliance,1,28204.97,23128.08,Completed
ORD-250927-1823,2025-09-27 16:38:21,CUST-366,Double Door Refrigerator,Home Appliance,1,27519.73,22566.18,Completed
ORD-250927-4467,2025-09-27 16:38:21,CUST-565,Double Door Refrigerator,Home Appliance,1,27797.25,22793.75,Completed
ORD-250927-7211,2025-09-27 16:38:21,CUST-384,Double Door Refrigerator,Home Appliance,1,28386.26,23276.73,Completed
ORD-250927-7906,2025-09-27 16:38:21,CUST-358,Double Door Refrigerator,Home Appliance,1,27466.06,22522.17,Completed
ORD-250927-8705,2025-09-27 16:38:21,CUST-119,Double Door Refrigerator,Home Appliance,1,28352.2,23248.8,Completed
ORD-250927-1853,2025-09-27 16:38:21,CUST-458,Double Door Refrigerator,Home Appliance,1,27755.68,22759.66,Completed
ORD-250927-2124,2025-09-27 16:38:21,CUST-899,Double Door Refrigerator,Home Appliance,1,27572.34,22609.32,Completed
ORD-250927-1659,2025-09-27 16:38:21,CUST-872,Double Door Refrigerator,Home Appliance,1,28220.35,23140.69,Completed
ORD-250927-5051,2025-09-27 16:38:21,CUST-304,Double Door Refrigerator,Home Appliance,1,28144.42,23078.42,Completed
ORD-250927-3496,2025-09-27 16:38:21,CUST-344,Double Door Refrigerator,Home Appliance,1,28422.77,23306.67,Completed
ORD-250927-2874,2025-09-27 16:38:21,CUST-677,Double Door Refrigerator,Home Appliance,1,28263.28,23175.89,Completed
ORD-250927-5198,2025-09-27 16:38:21,CUST-885,Microwave Oven,Kitchen Appliance,1,9377.43,6564.2,Completed
ORD-250927-2876,2025-09-27 16:38:21,CUST-896,Microwave Oven,Kitchen Appliance,1,9595.23,6716.66,Completed
ORD-250927-6096,2025-09-27 16:38:21,CUST-210,Microwave Oven,Kitchen Appliance,1,9616.6,6731.62,Completed
ORD-250927-6111,2025-09-27 16:38:21,CUST-689,Microwave Oven,Kitchen Appliance,1,9686.39,6780.47,Completed
ORD-250927-7149,2025-09-27 16:38:21,CUST-506,Microwave Oven,Kitchen Appliance,1,9466.79,6626.75,Completed
ORD-250927-4249,2025-09-27 16:38:21,CUST-177,Microwave Oven,Kitchen Appliance,1,9451.37,6615.96,Completed
ORD-250927-4978,2025-09-27 16:38:21,CUST-204,Microwave Oven,Kitchen Appliance,1,9605.04,6723.53,Completed
ORD-250927-5941,2025-09-27 16:38:21,CUST-970,Microwave Oven,Kitchen Appliance,1,9439.51,6607.66,Completed
ORD-250927-2983,2025-09-27 16:38:21,CUST-915,Microwave Oven,Kitchen Appliance,1,9663.69,6764.58,Completed
ORD-250927-1672,2025-09-27 16:38:21,CUST-455,Microwave Oven,Kitchen Appliance,1,9636.2,6745.34,Completed
ORD-250927-7071,2025-09-27 16:38:21,CUST-170,Microwave Oven,Kitchen Appliance,1,9473.02,6631.11,Completed
ORD-250927-6590,2025-09-27 16:38:21,CUST-112,Microwave Oven,Kitchen Appliance,1,9595.33,6716.73,Completed
ORD-250927-9031,2025-09-27 16:38:21,CUST-208,Microwave Oven,Kitchen Appliance,1,9596.73,6717.71,Completed
ORD-250927-6934,2025-09-27 16:38:21,CUST-750,Microwave Oven,Kitchen Appliance,1,9349.19,6544.43,Completed
ORD-250927-8532,2025-09-27 16:38:21,CUST-824,Microwave Oven,Kitchen Appliance,1,9652.97,6757.08,Completed
ORD-250927-3885,2025-09-27 16:38:21,CUST-851,Microwave Oven,Kitchen Appliance,1,9502.0,6651.4,Completed
ORD-250927-5425,2025-09-27 16:38:21,CUST-730,Microwave Oven,Kitchen Appliance,1,9624.05,6736.83,Completed
ORD-250927-9817,2025-09-27 16:38:21,CUST-893,Microwave Oven,Kitchen Appliance,1,9431.62,6602.13,Completed
ORD-250927-5397,2025-09-27 16:38:21,CUST-430,4K Smart LED TV,Entertainment,1,49638.63,38718.13,Completed
ORD-250927-2419,2025-09-27 16:38:21,CUST-385,4K Smart LED TV,Entertainment,1,50900.12,39702.09,Completed
ORD-250927-4995,2025-09-27 16:38:21,CUST-868,4K Smart LED TV,Entertainment,1,50901.21,39702.94,Completed
ORD-250927-7209,2025-09-27 16:38:21,CUST-444,4K Smart LED TV,Entertainment,1,50146.88,39114.57,Pending
ORD-250928-3979,2025-09-28 16:38:21,CUST-599,Smart Inverter AC,Climate Control,1,40580.24,30435.18,Completed
